filename,center_x_mm,center_y_mm,semi_axes_a_mm,semi_axes_b_mm,angle_rad
000_HC.png,93.89918448391425,66.6091716660337,54.60078045950645,39.444727871093846,3.077010331365099
001_HC.png,30.279811674611896,21.52297442745933,11.675558618450227,10.001993757351253,2.6685935392288362
002_HC.png,61.126488677073134,42.7290882352623,36.8751460208901,29.276527287817302,0.0039661126534005055
003_HC.png,35.50321572976395,27.378192421079845,30.330576299236363,23.30312444894485,3.0879014618010325
004_HC.png,81.63696650370584,59.9505128979113,54.57676129589305,43.136216150734754,3.0686721071501157
005_HC.png,48.99887119943714,28.79997707433415,30.41603104505393,23.880484414854337,2.973950391394831
006_HC.png,55.26500098395395,36.044811517558145,37.016344512994884,28.385550243462912,3.106560101030346
007_HC.png,58.091885260134305,39.1077207136498,35.5905314675016,28.73988893537337,0.13575650077955223
008_HC.png,54.67455842079204,38.23543198807709,12.21775453446402,9.069083801180081,0.30391275306489945
009_HC.png,136.8287648649513,116.40110866199018,55.79878925696648,23.6804162753172,3.0494765746450425
010_HC.png,45.58217892728142,31.47181208003515,30.09044141346237,24.36884202504912,3.011246364564737
011_HC.png,52.680088268030076,37.95049510741192,32.540437980177046,26.031705874753175,0.002689260068762015
012_HC.png,98.8598362326536,85.23824720402088,41.61284849218596,31.67043395122446,2.7668619197658337
013_HC.png,42.77531692981565,34.884479237737104,29.95388081774772,23.792590064709714,0.06496168952197584
014_HC.png,54.15993876908466,43.82073514305058,14.549319896482094,12.499919052204406,2.2996188286269197
015_HC.png,80.5865847804824,64.43773196323326,43.35649651738622,34.74386062020663,0.006097307315736416
016_HC.png,51.15809086461899,22.386093033280435,12.532865214509938,10.472204275350173,2.9392519323941344
017_HC.png,48.96919527703673,38.0421066542269,31.35578363586964,26.396194063565,2.7038113146420986
018_HC.png,60.87496444650403,36.85587705245859,47.881642996897874,36.607735981641326,3.0977359830744775
019_HC.png,43.31273385674014,21.32175977547189,22.31161339743364,17.420781406504016,0.04236530030487151
020_HC.png,17.472209867706287,15.02084179873005,13.733523466514344,10.59158414140137,3.1412411163259026
021_HC.png,23.927118364492188,17.328513157169976,13.402522203927122,11.355054662879224,3.0685024637886773
022_HC.png,45.97977158080914,33.91386101981086,32.51050276654032,28.33323489584853,3.0061336279040027
023_HC.png,45.458514214743296,30.330589486346735,30.62662845169472,24.96358643767594,2.9478732506329934
024_HC.png,50.38425998483232,38.86267462066733,27.789068944690236,23.44061623598101,3.113249961688625
025_HC.png,47.591643224665255,36.02701112986709,32.0353279428222,25.395872945046623,2.933231723591956
026_HC.png,49.47952666406961,22.909303460971824,15.409371821485205,12.760092927759286,0.3605190409828607
027_HC.png,83.7149622442607,43.91062231768203,28.045405683918638,24.89289510523653,1.0594915017367306
028_HC.png,57.514381358839486,31.479274463370462,30.117966638477604,26.000048226944607,3.054394634230092
029_HC.png,46.77079585242863,32.54054933084341,31.626130281968724,25.240975900153902,0.05542424386812956
030_HC.png,40.294667132246616,33.13879719860289,18.312983162605363,15.779973391355057,3.0526305563240235
031_HC.png,38.949536005263155,26.9418029033126,29.92156096922061,24.056618938498502,3.015069731783709
032_HC.png,42.351665702756534,28.148782001978944,32.327448915929736,24.854676165909407,3.0606432090957445
033_HC.png,58.30352631192085,41.06219181313634,20.61942808754196,17.77306671869675,1.522949974650533
034_HC.png,72.1933025482935,35.123873797881735,10.623314655323288,8.233592148331997,2.8842161105709927
035_HC.png,51.57890145175044,31.736305710987605,32.13111444933585,26.052401653228483,3.111734489870315
036_HC.png,105.00369413811332,76.2556834792449,49.04814722865983,42.36750634030526,0.20861672662053957
037_HC.png,32.622140543151666,21.294975462670823,15.605913117713563,11.078439905834925,0.7356162257728152
038_HC.png,42.60535043451254,29.45584290836477,31.197793079949154,26.525251256190895,3.097749298879928
039_HC.png,88.65818088395135,59.49460740610461,44.78250054822152,37.303600248759736,2.794088081379986
040_HC.png,49.714918895260816,37.35910691839168,29.051382404560755,22.99045496852545,0.031066839380210345
041_HC.png,47.75931275810619,33.52587361807643,29.455121865114364,22.649621591608994,3.0520549140544024
042_HC.png,70.52992602722496,45.14976654784247,45.64415772265437,32.63381845556335,3.1051476935462223
043_HC.png,63.748972524232165,46.24336971643137,47.55789883296504,43.777258940020076,2.919907262868017
044_HC.png,35.69910141759535,25.51065325724635,21.515512456424883,18.545099069678912,2.9510625191964177
045_HC.png,25.72893249513892,15.869294518918204,12.161544501025489,11.758497506546924,0.3362737555768338
046_HC.png,39.84161810006929,36.24105079004428,30.150380096536505,25.086887724278096,2.8237732727866636
047_HC.png,54.34327091641141,32.88846865526642,30.181673029760773,25.688257549909377,3.0182620629823873
048_HC.png,78.84634353067968,48.29475177264178,45.041371125144316,33.74655911758576,2.6765181079475036
049_HC.png,37.04685938318709,31.86365080794604,28.594077317138265,23.996836830592127,2.9592105937095696
050_HC.png,77.9194019334116,61.820021649606815,50.8361762492821,41.876182042368505,2.6663103446472842
051_HC.png,48.11220608893915,30.968652434464182,31.160879247933504,26.411273048549514,2.9648184120169496
052_HC.png,56.61250384126364,31.81606576291819,35.37889846136119,30.103789721135406,2.921250161847689
053_HC.png,43.489506162027375,29.14246861950433,28.857837676032307,21.47095122929171,0.049307495476435564
054_HC.png,40.69518544351302,26.911477153051983,27.24212403138122,22.695831165813445,3.0528376170987768
055_HC.png,42.4481490100133,28.614466202461962,32.7974107049659,26.323582547963873,3.1285515532058388
056_HC.png,41.6409229340964,25.194797732124588,28.789690155938146,24.034398219819305,2.9718897705013823
057_HC.png,50.221316009556354,35.83553331841757,31.91715909478562,25.605785380011117,3.086909966927196
058_HC.png,69.2894830935232,44.09993113011445,33.19426710101095,26.43713423122598,0.0014226606543203291
059_HC.png,45.35560213256439,44.08912198413407,33.677624612543546,27.693505456662137,0.9000147577600606
060_HC.png,54.676075356357124,47.29503902840202,30.169400874235677,25.275595917031804,0.025828534674078987
061_HC.png,103.19907609489,41.63222845661973,42.62211261014885,38.2105295492605,1.207723048010541
062_HC.png,40.80233446594098,30.707808477838327,32.57624421995783,24.920672307679474,3.0774493534707985
063_HC.png,42.8639927462328,24.374703414072243,14.442352814559483,11.716692847516532,0.2008647973195369
064_HC.png,74.02390345217681,46.76548751110255,49.18219834819101,44.25750420664959,3.119057650235815
065_HC.png,89.44174685980488,65.28044175485547,44.59325609053607,39.06299038903806,0.12841736144751187
066_HC.png,37.43219677968239,28.63089964824057,31.023513426316814,26.977106090570775,0.017933593622539087
067_HC.png,57.57617905739801,39.341089157036684,31.68174662972973,25.27090152497379,0.11361138420916182
068_HC.png,95.05754764315444,71.30630746750806,53.530942389824226,38.848105562880306,2.7204491472362595
069_HC.png,45.73173680439332,31.59720694721779,30.788046447597832,24.049574968623233,3.1121189171736683
070_HC.png,47.179734579973555,33.577351338261316,30.333825506787917,24.334318709613132,0.07813688006681584
